problem,c_status,c_time_ms,c_answer,rust_status,rust_time_ms,rust_answer,ratio_rust_div_c,faster
480,OK,39,turnthestarson,OK,55,turnthestarson,1.41,~tied
481,OK,76,729.12106947,OK,70,729.12106947,0.92,~tied
482,OK,24103,1400824879147,OK,28753,1400824879147,1.19,~tied
483,OK,1511,4.993401567e22,OK,3696,4.993401567e22,2.45,C
484,OK,3613,8907904768686152599,OK,2571,8907904768686152599,0.71,~tied
485,OK,16823,51281274340,OK,19500,51281274340,1.16,~tied
486,OK,2344,11408450515,OK,2313,11408450515,0.99,~tied
487,OK,441,106650212746,OK,522,106650212746,1.18,~tied
488,OK,4,216737278,OK,9,216737278,2.25,C
489,OK,489,1791954757162,OK,296,1791954757162,0.61,Rust
490,OK,120,777577686,OK,197,777577686,1.64,C
491,OK,4,194505988824000,OK,11,194505988824000,2.75,C
492,OK,2282,242586962923928,OK,2044,242586962923928,0.90,~tied
493,OK,3,6.818741802,OK,10,6.818741802,3.33,C
494,OK,2711,2880067194446832666,OK,1180,2880067194446832666,0.44,Rust
495,OK,379,789107601,OK,584,789107601,1.54,C
496,OK,43,2042473533769142717,OK,41,2042473533769142717,0.95,~tied
497,OK,9,684901360,OK,5,684901360,0.56,Rust
498,OK,5,472294837,OK,2,472294837,0.40,Rust
499,OK,3,0.8660312,OK,1,0.8660312,0.33,Rust
500,OK,89,35407281,OK,68,35407281,0.76,~tied
501,OK,6654,197912312715,OK,5175,197912312715,0.78,~tied
502,OK,862,749485217,OK,1547,749485217,1.79,C
503,OK,19,3.8694550145,OK,27,3.8694550145,1.42,~tied
504,OK,90,694687,OK,134,694687,1.49,~tied
505,OK,5460,714591308667615832,OK,6874,714591308667615832,1.26,~tied
506,OK,8,18934502,OK,12,18934502,1.50,~tied
507,OK,6018,316558047002627270,OK,7398,316558047002627270,1.23,~tied
508,OK,64,891874596,OK,16,891874596,0.25,Rust
509,OK,3,151725678,OK,2,151725678,0.67,Rust
510,OK,31,315306518862563689,OK,56,315306518862563689,1.81,C
511,WRONG,10002,,OK,13463,935247012,,Rust-only
512,OK,318,50660591862310323,OK,213,50660591862310323,0.67,Rust
513,WRONG,10003,,OK,20464,2925619196,,Rust-only
514,OK,60,8986.86698,OK,89,8986.86698,1.48,~tied
515,OK,641,2422639000800,OK,156,2422639000800,0.24,Rust
516,OK,82,939087315,OK,115,939087315,1.40,~tied
517,OK,293,581468882,OK,261,581468882,0.89,~tied
518,OK,3694,100315739184392,OK,2873,100315739184392,0.78,~tied
519,OK,57,804739330,OK,71,804739330,1.25,~tied
520,OK,209,238413705,OK,279,238413705,1.33,~tied
521,OK,7336,44389811,OK,5756,44389811,0.78,~tied
522,OK,1043,96772715,OK,1063,96772715,1.02,~tied
523,OK,3,37125450.44,OK,9,37125450.44,3.00,C
524,OK,3,2432925835413407847,OK,3,2432925835413407847,1.00,~tied
525,OK,166,44.69921807,OK,165,44.69921807,0.99,~tied
526,OK,2315,49601160286750947,OK,2394,49601160286750947,1.03,~tied
527,OK,3,11.92412011,OK,3,11.92412011,1.00,~tied
528,OK,16,779027989,OK,18,779027989,1.12,~tied
529,WRONG,2,,OK,13639,23624465,,Rust-only
530,WRONG,10010,,OK,17873,207366437157977206,,Rust-only
531,OK,3076,4515432351156203105,OK,2445,4515432351156203105,0.79,~tied
532,OK,10,827306.56,OK,13,827306.56,1.30,~tied
533,OK,2091,789453601,OK,2073,789453601,0.99,~tied
534,OK,5406,11726115562784664,OK,6556,11726115562784664,1.21,~tied
535,WRONG,10007,,OK,231,611778217,,Rust-only
536,WRONG,10027,,OK,8526,3557005261906288,,Rust-only
537,OK,414,779429131,OK,524,779429131,1.27,~tied
538,WRONG,3283,18462707481788633,OK,3538,22472871503401097,,Rust-only
539,WRONG,29,250641606,OK,3,426334056,,Rust-only
540,OK,6182,500000000002845,OK,6993,500000000002845,1.13,~tied
541,OK,272,4580726482872451,OK,204,4580726482872451,0.75,~tied
542,WRONG,101,,OK,1359,697586734240314852,,Rust-only
543,OK,8014,199007746081234640,OK,7368,199007746081234640,0.92,~tied
544,OK,1107,640432376,OK,2061,640432376,1.86,C
545,WRONG,10003,,OK,8654,921107572,,Rust-only
546,OK,67,215656873,OK,20,215656873,0.30,Rust
547,OK,10,11730879.0023,OK,17,11730879.0023,1.70,C
548,WRONG,2175,12144044603581280,OK,3949,12144044603581281,,Rust-only
549,OK,26,476001479068717,OK,31,476001479068717,1.19,~tied
550,OK,1776,328104836,OK,970,328104836,0.55,Rust
551,OK,29,73597483551591773,OK,6,73597483551591773,0.21,Rust
552,WRONG,10002,,OK,8468,326227335,,Rust-only
553,OK,684,57717170,OK,836,57717170,1.22,~tied
554,OK,1349,89539872,OK,1339,89539872,0.99,~tied
555,OK,18,208517717451208352,OK,24,208517717451208352,1.33,~tied
556,OK,712,52126939292957,OK,1087,52126939292957,1.53,C
557,OK,7246,2699929328,OK,5324,2699929328,0.73,~tied
558,WRONG,10003,,OK,7490,226754889,,Rust-only
559,OK,6839,684724920,OK,7090,684724920,1.04,~tied
560,OK,631,994345168,OK,748,994345168,1.19,~tied
561,OK,3,452480999988235494,OK,13,452480999988235494,4.33,C
562,OK,335,51208732914368,OK,372,51208732914368,1.11,~tied
563,WRONG,10100,,OK,10366,27186308211734760,,Rust-only
564,OK,1856,12363.698850,OK,2090,12363.698850,1.13,~tied
565,OK,1156,2992480851924313898,OK,997,2992480851924313898,0.86,~tied
566,WRONG,10003,,TIMEOUT,120003,,,
567,OK,495,75.44817535,OK,517,75.44817535,1.04,~tied
568,OK,2,4228020,OK,13,4228020,6.50,C
569,OK,1672,21025060,OK,1800,21025060,1.08,~tied
570,OK,7393,271197444,OK,9604,271197444,1.30,~tied
571,WRONG,10002,,OK,10725,30510390701978,,Rust-only
572,OK,251,19737656,OK,343,19737656,1.37,~tied
573,WRONG,31,1252.9808,OK,56,1252.9809,,Rust-only
574,WRONG,10003,,TIMEOUT,120004,,,
575,OK,5,0.000989640561,OK,6,0.000989640561,1.20,~tied
576,OK,1928,344457.5871,OK,2081,344457.5871,1.08,~tied
577,WRONG,2,-8564775530635508069,OK,12,265695031399260211,,Rust-only
578,WRONG,582,7342155350557,WRONG,662,7342155350557,,
579,WRONG,168,631426340,OK,165,3805524,,Rust-only
580,WRONG,2892,-2157916030007852,OK,3121,2327213148095366,,Rust-only
581,OK,892,2227616372734,OK,791,2227616372734,0.89,~tied
582,WRONG,6,12854,OK,8,19903,,Rust-only
583,WRONG,10121,,OK,12764,1174137929000,,Rust-only
584,WRONG,10006,,OK,8977,32.83822408,,Rust-only
585,OK,6023,17714439395932,OK,6709,17714439395932,1.11,~tied
586,OK,2893,82490213,OK,2568,82490213,0.89,~tied
587,OK,3,2240,OK,13,2240,4.33,C
588,OK,3,11651930052,OK,5,11651930052,1.67,C
589,OK,1327,131776959.25,OK,2464,131776959.25,1.86,C
590,OK,266,834171904,OK,382,834171904,1.44,~tied
591,WRONG,3,944193456187,OK,81,526007984625966,,Rust-only
592,OK,5892,13415DF2BE9C,OK,5538,13415DF2BE9C,0.94,~tied
593,OK,4487,96632320042.0,OK,4031,96632320042.0,0.90,~tied
594,OK,74,47067598,OK,53,47067598,0.72,~tied
595,OK,3,54.17529329,OK,5,54.17529329,1.67,C
596,WRONG,10002,,OK,3607,734582049,,Rust-only
597,OK,78,0.5001817828,OK,133,0.5001817828,1.71,C
598,OK,156,543194779059,OK,69,543194779059,0.44,Rust
599,OK,2,12395526079546335,OK,4,12395526079546335,2.00,C
600,OK,7,2668608479740672,OK,12,2668608479740672,1.71,C
601,OK,3,1617243,OK,4,1617243,1.33,~tied
602,OK,484,269496760,OK,1360,269496760,2.81,C
603,OK,556,879476477,OK,378,879476477,0.68,~tied
604,OK,75,1398582231101,OK,192,1398582231101,2.56,C
605,OK,2,59992576,OK,12,59992576,6.00,C
606,WRONG,10004,,OK,10131,158452775,,Rust-only
607,OK,3,13.1265108586,OK,12,13.1265108586,4.00,C
608,WRONG,10028,,OK,24482,439689828,,Rust-only
609,OK,1890,172023848,OK,1885,172023848,1.00,~tied
610,WRONG,3,302.62570672,OK,5,319.30207833,,Rust-only
611,WRONG,10005,,OK,7122,49283233900,,Rust-only
612,OK,13,819963842,OK,28,819963842,2.15,C
613,OK,3,0.3916721504,OK,4,0.3916721504,1.33,~tied
614,WRONG,10004,,OK,101070,130694090,,Rust-only
615,OK,364,108424772,OK,2089,108424772,5.74,C
616,OK,99,310884668312456458,OK,83,310884668312456458,0.84,~tied
617,OK,70,1001133757,OK,117,1001133757,1.67,C
618,OK,128,634212216,OK,204,634212216,1.59,C
619,OK,7,857810883,OK,16,857810883,2.29,C
620,OK,413,1470337306,OK,455,1470337306,1.10,~tied
621,OK,1645,11429712,OK,1569,11429712,0.95,~tied
622,WRONG,23,926456512670040898,OK,47,3010983666182123972,,Rust-only
623,OK,2982,3679796,OK,3321,3679796,1.11,~tied
624,OK,2,984524441,OK,12,984524441,6.00,C
625,OK,3238,551614306,OK,2409,551614306,0.74,~tied
626,OK,2467,695577663,OK,3495,695577663,1.42,~tied
627,OK,32,220196142,OK,13,220196142,0.41,Rust
628,OK,1818,210286684,OK,2192,210286684,1.21,~tied
629,OK,65,626616617,OK,77,626616617,1.18,~tied
630,WRONG,10004,,OK,2041,9669182880384,,Rust-only
631,OK,20,869588692,OK,27,869588692,1.35,~tied
632,WRONG,10017,,OK,11652,728378714,,Rust-only
633,OK,22,1.0012e-10,OK,29,1.0012e-10,1.32,~tied
634,OK,82,4019680944,OK,96,4019680944,1.17,~tied
635,WRONG,10127,,OK,15795,689294705,,Rust-only
636,WRONG,109,,OK,9866,888316,,Rust-only
637,OK,4592,49000634845039,OK,5285,49000634845039,1.15,~tied
638,OK,473,18423394,OK,633,18423394,1.34,~tied
639,WRONG,10004,,OK,4017,797866893,,Rust-only
640,OK,283,50.317928,OK,232,50.317928,0.82,~tied
641,WRONG,10432,,TIMEOUT,30000,,,
642,WRONG,3890,876259267,OK,6313,631499044,,Rust-only
643,OK,3542,968274154,OK,2496,968274154,0.70,~tied
644,OK,2103,20.11208767,OK,1447,20.11208767,0.69,~tied
645,OK,4,48894.2174,OK,12,48894.2174,3.00,C
646,OK,2439,845218467,OK,879,845218467,0.36,Rust
647,OK,896,563132994232918611,OK,752,563132994232918611,0.84,~tied
648,OK,787,301483197,OK,1005,301483197,1.28,~tied
649,OK,3,924668016,OK,15,924668016,5.00,C
650,OK,1333,538319652,OK,4960,538319652,3.72,C
651,OK,27,448233151,OK,89,448233151,3.30,C
652,OK,46,983924497,OK,45,983924497,0.98,~tied
653,OK,90,1130658687,OK,34,1130658687,0.38,Rust
654,OK,5383,815868280,OK,14942,815868280,2.78,C
655,OK,9971,2000008332,OK,7057,2000008332,0.71,~tied
656,WRONG,76,,OK,16,888873503555187,,Rust-only
657,OK,1624,219493139,OK,6424,219493139,3.96,C
658,OK,1027,958280177,OK,1579,958280177,1.54,C
659,OK,3718,238518915714422000,OK,3204,238518915714422000,0.86,~tied
660,OK,4530,474766783,OK,9957,474766783,2.20,C
661,OK,23,646231.2177,OK,35,646231.2177,1.52,C
662,OK,7264,860873428,OK,4632,860873428,0.64,Rust
663,OK,1085,1884138010064752,OK,1018,1884138010064752,0.94,~tied
664,OK,84,35295862,OK,94,35295862,1.12,~tied
665,OK,646,11541685709674,OK,865,11541685709674,1.34,~tied
666,OK,6,0.48023168,OK,14,0.48023168,2.33,C
667,OK,6,1.5276527928,OK,6,1.5276527928,1.00,~tied
668,OK,285,2811077773,OK,130,2811077773,0.46,Rust
669,OK,3,56342087360542122,OK,2,56342087360542122,0.67,Rust
670,OK,3,551055065,OK,7,551055065,2.33,C
671,OK,259,946106780,OK,521,946106780,2.01,C
672,OK,3,91627537,OK,2000,91627537,666.67,C
673,OK,5,700325380,OK,4,700325380,0.80,~tied
674,WRONG,120,,OK,340,416678753,,Rust-only
675,OK,2945,416146418,OK,1767,416146418,0.60,Rust
676,WRONG,135,,OK,57,3562668074339584,,Rust-only
677,OK,3247,984183023,OK,7394,984183023,2.28,C
678,WRONG,10017,,OK,10713,1986065,,Rust-only
679,OK,11,644997092988678,OK,14,644997092988678,1.27,~tied
680,WRONG,8440,,OK,23794,563917241,,Rust-only
681,WRONG,10003,,TIMEOUT,30031,,,
682,OK,9,290872710,OK,18,290872710,2.00,C
683,OK,17,2.38955315e11,OK,16,2.38955315e11,0.94,~tied
684,OK,3,922058210,OK,5,922058210,1.67,C
685,OK,21,662878999,OK,24,662878999,1.14,~tied
686,OK,438,193060223,OK,689,193060223,1.57,C
687,OK,82,0.3285320869,OK,45,0.3285320869,0.55,Rust
688,OK,6315,110941813,OK,2691,110941813,0.43,Rust
689,OK,44,0.56565454,OK,56,0.56565454,1.27,~tied
690,OK,571,415157690,OK,537,415157690,0.94,~tied
691,WRONG,10022,,OK,8100,11570761,,Rust-only
692,OK,3,842043391019219959,OK,12,842043391019219959,4.00,C
693,OK,7330,699161,OK,7149,699161,0.98,~tied
694,OK,146,1339784153569958487,OK,180,1339784153569958487,1.23,~tied
695,OK,8,0.1017786859,OK,13,0.1017786859,1.62,C
696,OK,96,436944244,OK,90,436944244,0.94,~tied
697,OK,133,4343871.06,OK,132,4343871.06,0.99,~tied
698,OK,6,57808202,OK,5,57808202,0.83,~tied
699,WRONG,2078,2619008022383659383,OK,2973,37010438774467572,,Rust-only
700,OK,215,1517926517777556,OK,232,1517926517777556,1.08,~tied
701,OK,3447,13.51099836,OK,3787,13.51099836,1.10,~tied
702,OK,3,622305608172525546,OK,15,622305608172525546,5.00,C
703,OK,142,843437991,OK,196,843437991,1.38,~tied
704,OK,3,501985601490518144,OK,15,501985601490518144,5.00,C
705,OK,2441,480440153,OK,8256,480440153,3.38,C
706,OK,8,884837055,OK,9,884837055,1.12,~tied
707,OK,13,652907799,OK,31,652907799,2.38,C
708,OK,8962,28874142998632109,OK,7611,28874142998632109,0.85,~tied
709,OK,1050,773479144,OK,1348,773479144,1.28,~tied
710,OK,85,1275000,OK,101,1275000,1.19,~tied
711,OK,67,541510990,OK,178,541510990,2.66,C
712,OK,4833,413876461,OK,4471,413876461,0.93,~tied
713,OK,79,788626351539895,OK,47,788626351539895,0.59,Rust
714,WRONG,10004,,OK,60000,2.452767775565e20,,Rust-only
715,OK,9117,883188017,OK,9958,883188017,1.09,~tied
716,OK,29,238948623,OK,33,238948623,1.14,~tied
717,OK,899,1603036763131,OK,1350,1603036763131,1.50,C
718,OK,2953,228579116,OK,3407,228579116,1.15,~tied
719,OK,506,128088830547982,OK,329,128088830547982,0.65,Rust
720,OK,516,688081048,OK,948,688081048,1.84,C
721,WRONG,10003,,OK,12672,700792959,,Rust-only
722,OK,2,3.376792776502e132,OK,13,3.376792776502e132,6.50,C
723,OK,17,1395793419248,OK,34,1395793419248,2.00,C
724,OK,202,18128250110,OK,207,18128250110,1.02,~tied
725,OK,2,4598797036650685,OK,12,4598797036650685,6.00,C
726,OK,676,578040951,OK,692,578040951,1.02,~tied
727,OK,6,3.64039141,OK,16,3.64039141,2.67,C
728,OK,816,709874991,OK,865,709874991,1.06,~tied
729,OK,2809,308896374.2502,OK,2444,308896374.2502,0.87,~tied
730,WRONG,10003,,OK,11139,1315965924,,Rust-only
731,OK,3,6086371427,OK,13,6086371427,4.33,C
732,OK,466,45609,OK,783,45609,1.68,C
733,OK,2065,574368578,OK,1877,574368578,0.91,~tied
734,OK,426,557988060,OK,374,557988060,0.88,~tied
735,WRONG,10003,,TIMEOUT,30000,,,
736,OK,5,25332747903959376,OK,13,25332747903959376,2.60,C
737,WRONG,10002,,OK,15299,757794899,,Rust-only
738,OK,2648,143091030,OK,1716,143091030,0.65,Rust
739,OK,5316,711399016,OK,4005,711399016,0.75,~tied
740,WRONG,22,0.9810418792,OK,31,0.0189581208,,Rust-only
741,OK,3574,512895223,OK,2803,512895223,0.78,~tied
742,OK,192,18397727,OK,303,18397727,1.58,C
743,OK,3854,259158998,OK,2305,259158998,0.60,Rust
744,OK,3,0.0001999600,OK,12,0.0001999600,4.00,C
745,OK,317,94586478,OK,212,94586478,0.67,Rust
746,OK,489,867150922,OK,522,867150922,1.07,~tied
747,OK,1167,681813395,OK,1553,681813395,1.33,~tied
748,OK,5052,276402862,OK,3196,276402862,0.63,Rust
749,OK,225,13459471903176422,OK,217,13459471903176422,0.96,~tied
750,OK,249,160640,OK,412,160640,1.65,C
751,OK,3,2.223561019313554106173177,OK,12,2.223561019313554106173177,4.00,C
752,OK,2996,5610899769745488,OK,2744,5610899769745488,0.92,~tied
753,OK,36,4714126766770661630,OK,59,4714126766770661630,1.64,C
754,WRONG,10145,,OK,10718,785845900,,Rust-only
755,WRONG,936,5754143191951153920,OK,2,2877071595975576960,,Rust-only
756,WRONG,4035,607238.610648,OK,1342,607238.610661,,Rust-only
757,WRONG,3400,49990608,OK,2639,75737353,,Rust-only
758,OK,487,331196954,OK,476,331196954,0.98,~tied
759,OK,32,282771304,OK,17,282771304,0.53,Rust
760,OK,6,172747503,OK,4,172747503,0.67,Rust
761,OK,3,5.05505046,OK,4,5.05505046,1.33,~tied
762,WRONG,546,ERROR:couldnotdeterminepolynomialdegree(got194),OK,5,285528863,,Rust-only
763,OK,968,798443574,OK,4468,798443574,4.62,C
764,OK,8,255228881,OK,17,255228881,2.12,C
765,OK,3,0.2429251641,OK,4,0.2429251641,1.33,~tied
766,OK,2398,2613742,OK,2012,2613742,0.84,~tied
767,OK,291,783976175,OK,516,783976175,1.77,C
768,OK,14,14655308696436060,OK,23,14655308696436060,1.64,C
769,OK,5400,14246712611506,OK,5831,14246712611506,1.08,~tied
770,OK,2,127311223,OK,13,127311223,6.50,C
771,OK,5,398803409,OK,13,398803409,2.60,C
772,OK,1602,83985379,OK,1889,83985379,1.18,~tied
773,OK,4,556206950,OK,13,556206950,3.25,C
774,WRONG,10006,,TIMEOUT,30041,,,
775,OK,1131,946791106,OK,796,946791106,0.70,~tied
776,OK,5,9.627509725002e33,OK,14,9.627509725002e33,2.80,C
777,OK,91,2.533018434e23,OK,125,2.533018434e23,1.37,~tied
778,OK,4,146133880,OK,13,146133880,3.25,C
779,OK,3,0.547326103833,OK,4,0.547326103833,1.33,~tied
781,OK,1175,162450870,OK,1198,162450870,1.02,~tied
782,WRONG,10008,,OK,26767,318313204,,Rust-only
783,OK,9,136666597,OK,21,136666597,2.33,C
784,OK,1657,5833303012576429231,OK,2807,5833303012576429231,1.69,C
785,WRONG,5254,29525255207085600,OK,6963,29526986315080920,,Rust-only
786,WRONG,10038,,OK,29325,45594532839912702,,Rust-only
787,OK,306,202642367520564145,OK,199,202642367520564145,0.65,Rust
788,OK,104,471745499,OK,122,471745499,1.17,~tied
789,WRONG,1125,2000000010,OK,1527,13431419535872807040,,Rust-only
790,OK,681,16585056588495119,OK,571,16585056588495119,0.84,~tied
791,OK,226,404890862,OK,342,404890862,1.51,C
792,OK,687,2500500025183626,OK,703,2500500025183626,1.02,~tied
793,OK,460,475808650131120,OK,366,475808650131120,0.80,~tied
794,OK,220,8.146681749623,OK,67,8.146681749623,0.30,Rust
795,OK,780,955892601606483,OK,553,955892601606483,0.71,~tied
796,OK,216,43.20649061,OK,283,43.20649061,1.31,~tied
797,OK,7507,47722272,OK,7001,47722272,0.93,~tied
799,OK,4525,1096910149053902,OK,4521,1096910149053902,1.00,~tied
800,OK,234,1412403576,OK,257,1412403576,1.10,~tied
801,OK,1741,638129754,OK,1977,638129754,1.14,~tied
802,OK,190,973873727,OK,352,973873727,1.85,C
803,OK,396,9300900470636,OK,366,9300900470636,0.92,~tied
804,OK,188,4921370551019052,OK,249,4921370551019052,1.32,~tied
805,OK,1368,119719335,OK,686,119719335,0.50,Rust
808,OK,699,3807504276997394,OK,705,3807504276997394,1.01,~tied
809,OK,3,75353432948733,OK,12,75353432948733,4.00,C
810,OK,2367,124136381,OK,2459,124136381,1.04,~tied
811,OK,3,327287526,OK,12,327287526,4.00,C
813,OK,3,14063639,OK,5,14063639,1.67,C
814,OK,372,307159326,OK,652,307159326,1.75,C
815,OK,1056,54.12691621,OK,1400,54.12691621,1.33,~tied
816,OK,459,20.880613018,OK,146,20.880613018,0.32,Rust
817,OK,183,93158936107011,OK,202,93158936107011,1.10,~tied
818,OK,955,11871909492066000,OK,1604,11871909492066000,1.68,C
820,OK,1718,44967734,OK,1643,44967734,0.96,~tied
821,OK,3,9219661511328178,OK,12,9219661511328178,4.00,C
822,OK,48,950591530,OK,83,950591530,1.73,C
823,OK,425,865849519,OK,1536,865849519,3.61,C
825,OK,50,32.34481054,OK,131,32.34481054,2.62,C
827,WRONG,175,,OK,16421,397289979,,Rust-only
829,WRONG,10011,,OK,15367,41768797657018024,,Rust-only
830,WRONG,39,28113992145039921,OK,72,254179446930484376,,Rust-only
833,WRONG,76,37926535,OK,112,43884302,,Rust-only
834,WRONG,10003,,OK,29633,1254404167198752370,,Rust-only
835,OK,3,1050923942,OK,12,1050923942,4.00,C
836,OK,2,aprilfoolsjoke,OK,5,aprilfoolsjoke,2.50,C
837,WRONG,10049,,OK,12033,428074856,,Rust-only
839,OK,572,150893234438294408,OK,458,150893234438294408,0.80,~tied
840,WRONG,10003,,OK,14476,194396971,,Rust-only
841,WRONG,515,381.7860132851,OK,319,381.7860132854,,Rust-only
842,WRONG,614,30714523,OK,937,885226002,,Rust-only
843,WRONG,259,18324537956175079228,WRONG,291,16788283613131324946,,
844,WRONG,10003,,OK,97,101805206,,Rust-only
846,WRONG,10003,,TIMEOUT,30032,,,
847,WRONG,10003,,OK,10271,381868244,,Rust-only
848,OK,3,188.45503259,OK,12,188.45503259,4.00,C
850,OK,2241,878255725,OK,2837,878255725,1.27,~tied
851,OK,268,726358482,OK,383,726358482,1.43,~tied
852,OK,5473,130.313496,OK,3975,130.313496,0.73,~tied
853,OK,6,44511058204,OK,16,44511058204,2.67,C
854,OK,1265,29894398,OK,1342,29894398,1.06,~tied
855,OK,3,6.8827571976e-57,OK,13,6.8827571976e-57,4.33,C
856,OK,3,17.09661501,OK,4,17.09661501,1.33,~tied
857,OK,324,966332096,OK,428,966332096,1.32,~tied
858,OK,92,973077199,OK,87,973077199,0.95,~tied
859,OK,208,1527162658488196,OK,173,1527162658488196,0.83,~tied
860,OK,19,958666903,OK,133,958666903,7.00,C
861,WRONG,10003,,TIMEOUT,30032,,,
862,OK,10,6111397420935766740,OK,17,6111397420935766740,1.70,C
863,OK,68,3862.871397,OK,68,3862.871397,1.00,~tied
864,OK,54188,110572936177,OK,6379,110572936177,0.12,Rust
865,WRONG,10003,,OK,11677,761181918,,Rust-only
866,OK,3,492401720,OK,13,492401720,4.33,C
867,OK,4559,870557257,OK,5354,870557257,1.17,~tied
868,OK,3,3832914911887589,OK,13,3832914911887589,4.33,C
869,OK,2252,14.97696693,OK,2415,14.97696693,1.07,~tied
871,OK,405,2848790,OK,364,2848790,0.90,~tied
872,OK,3,2903144925319290239,OK,4,2903144925319290239,1.33,~tied
873,OK,4681,735131856,OK,5756,735131856,1.23,~tied
874,OK,8,4992775389,OK,22,4992775389,2.75,C
875,OK,405,79645946,OK,403,79645946,1.00,~tied
876,WRONG,84,-3666127262283,OK,72,457019806569269,,Rust-only
877,OK,2,336785000760344621,OK,3,336785000760344621,1.50,~tied
879,OK,59,4350069824940,OK,74,4350069824940,1.25,~tied
880,OK,1109,522095328,OK,1070,522095328,0.96,~tied
881,OK,9,205702861096933200,OK,33,205702861096933200,3.67,C
882,OK,14,15800662276,OK,16,15800662276,1.14,~tied
883,OK,2857,14854003484704,OK,3589,14854003484704,1.26,~tied
884,OK,160,1105985795684653500,OK,179,1105985795684653500,1.12,~tied
885,OK,184,827850196,OK,193,827850196,1.05,~tied
886,OK,6591,5570163,OK,29476,5570163,4.47,C
887,OK,3,39896187138661622,OK,13,39896187138661622,4.33,C
888,OK,237,227429102,OK,477,227429102,2.01,C
891,WRONG,10004,,WRONG,473,1025304,,
892,OK,323,469137427,OK,204,469137427,0.63,Rust
897,OK,22,1.599827123,OK,33,1.599827123,1.50,~tied
898,OK,411,0.9861343531,OK,273,0.9861343531,0.66,Rust
900,WRONG,3,296202364,OK,1,646900900,,
901,OK,3,2.364497769,OK,5,2.364497769,1.67,C
902,WRONG,10003,,TIMEOUT,30039,,,
903,WRONG,104,231548875,WRONG,396,231548875,,
905,OK,2,70228218,OK,4,70228218,2.00,C
910,WRONG,3,432948826,OK,9549,547480666,,
912,OK,3,674045136,,0,,,C-only
913,WRONG,95,,,0,,,
914,OK,560,414213562371805310,,0,,,C-only
915,OK,31,55601924,,0,,,C-only
916,OK,713,877789135,,0,,,C-only
917,WRONG,552,9986212680734624,,0,,,
918,OK,19,-6999033352333308,,0,,,C-only
919,WRONG,5373,113100980672008,,0,,,
921,OK,3019,378401935,OK,3294,378401935,1.09,~tied
926,OK,471,40410219,OK,299,40410219,0.63,Rust
927,WRONG,10004,,,0,,,
928,WRONG,10006,,,0,,,
929,OK,3230,57322484,,0,,,C-only
930,WRONG,494,1.345679959251e+12,,0,,,
934,WRONG,10162,,,0,,,
936,OK,917,12144907797522336,,0,,,C-only
937,WRONG,369,866599922,,0,,,
938,OK,1782,0.2928967987,,0,,,C-only
939,WRONG,24,1149840452,,0,,,
940,OK,9,969134784,,0,,,C-only
944,OK,9193,1228599511,,0,,,C-only
946,OK,7338,585787007,,0,,,C-only
948,OK,3,1033654680825334184,,0,,,C-only
951,OK,5,495568995495726,,0,,,C-only
952,OK,1474,794394453,,0,,,C-only
953,WRONG,10004,,,0,,,
954,WRONG,10003,,,0,,,
956,OK,120,882086212,OK,135,882086212,1.12,~tied
959,OK,67,0.857162085,OK,119,0.857162085,1.78,C
960,OK,3,243559751,OK,13,243559751,4.33,C
965,OK,248,0.0003452201133,OK,264,0.0003452201133,1.06,~tied
966,OK,3801,29337152.09,OK,3324,29337152.09,0.87,~tied
967,OK,1401,357591131712034236,OK,1216,357591131712034236,0.87,~tied
969,OK,3,412543690,OK,13,412543690,4.33,C
972,WRONG,10049,,OK,17818,3575508,,Rust-only
