problem_id,current_runtime_ms,estimated_speedup_range,estimated_time_saved_pct,confidence,bottleneck_class,notes
71,3,1x,0,n/a,none,Fast enough (<1s)
72,23,1x,0,n/a,none,Fast enough (<1s)
73,408,1x,0,n/a,none,Fast enough (<1s)
74,30,1x,0,n/a,none,Fast enough (<1s)
75,9,1x,0,n/a,none,Fast enough (<1s)
76,1,1x,0,n/a,none,Fast enough (<1s)
77,2,1x,0,n/a,none,Fast enough (<1s)
78,17,1x,0,n/a,none,Fast enough (<1s)
79,1,1x,0,n/a,none,Fast enough (<1s)
80,2,1x,0,n/a,none,Fast enough (<1s)
81,2,1x,0,n/a,none,Fast enough (<1s)
82,1,1x,0,n/a,none,Fast enough (<1s)
83,2,1x,0,n/a,none,Fast enough (<1s)
84,65,1x,0,n/a,none,Fast enough (<1s)
85,2,1x,0,n/a,none,Fast enough (<1s)
86,10,1x,0,n/a,none,Fast enough (<1s)
87,43,1x,0,n/a,none,Fast enough (<1s)
88,4,1x,0,n/a,none,Fast enough (<1s)
89,2,1x,0,n/a,none,Fast enough (<1s)
90,2,1x,0,n/a,none,Fast enough (<1s)
91,1,1x,0,n/a,none,Fast enough (<1s)
92,63,1x,0,n/a,none,Fast enough (<1s)
93,25,1x,0,n/a,none,Fast enough (<1s)
94,1,1x,0,n/a,none,Fast enough (<1s)
95,126,1x,0,n/a,none,Fast enough (<1s)
96,87,1x,0,n/a,none,Fast enough (<1s)
97,1,1x,0,n/a,none,Fast enough (<1s)
98,44,1x,0,n/a,none,Fast enough (<1s)
99,2,1x,0,n/a,none,Fast enough (<1s)
100,0,1x,0,n/a,none,Fast enough (<1s)
101,0,1x,0,n/a,none,Fast enough (<1s)
102,0,1x,0,n/a,none,Fast enough (<1s)
103,0,1x,0,n/a,none,Fast enough (<1s)
104,0,1x,0,n/a,none,Fast enough (<1s)
105,0,1x,0,n/a,none,Fast enough (<1s)
106,0,1x,0,n/a,none,Fast enough (<1s)
107,0,1x,0,n/a,none,Fast enough (<1s)
108,0,1x,0,n/a,none,Fast enough (<1s)
109,0,1x,0,n/a,none,Fast enough (<1s)
110,0,1x,0,n/a,none,Fast enough (<1s)
111,0,1x,0,n/a,none,Fast enough (<1s)
112,0,1x,0,n/a,none,Fast enough (<1s)
113,0,1x,0,n/a,none,Fast enough (<1s)
114,0,1x,0,n/a,none,Fast enough (<1s)
115,0,1x,0,n/a,none,Fast enough (<1s)
116,0,1x,0,n/a,none,Fast enough (<1s)
117,0,1x,0,n/a,none,Fast enough (<1s)
118,0,1x,0,n/a,none,Fast enough (<1s)
119,0,1x,0,n/a,none,Fast enough (<1s)
120,0,1x,0,n/a,none,Fast enough (<1s)
121,0,1x,0,n/a,none,Fast enough (<1s)
122,0,1x,0,n/a,none,Fast enough (<1s)
123,0,1x,0,n/a,none,Fast enough (<1s)
124,0,1x,0,n/a,none,Fast enough (<1s)
125,0,1x,0,n/a,none,Fast enough (<1s)
126,0,1x,0,n/a,none,Fast enough (<1s)
127,0,1x,0,n/a,none,Fast enough (<1s)
128,0,1x,0,n/a,none,Fast enough (<1s)
129,0,1x,0,n/a,none,Fast enough (<1s)
130,0,1x,0,n/a,none,Fast enough (<1s)
131,0,1x,0,n/a,none,Fast enough (<1s)
132,0,1x,0,n/a,none,Fast enough (<1s)
133,0,1x,0,n/a,none,Fast enough (<1s)
134,0,1x,0,n/a,none,Fast enough (<1s)
135,0,1x,0,n/a,none,Fast enough (<1s)
136,0,1x,0,n/a,none,Fast enough (<1s)
137,0,1x,0,n/a,none,Fast enough (<1s)
138,0,1x,0,n/a,none,Fast enough (<1s)
139,0,1x,0,n/a,none,Fast enough (<1s)
140,0,1x,0,n/a,none,Fast enough (<1s)
141,0,1x,0,n/a,none,Fast enough (<1s)
142,0,1x,0,n/a,none,Fast enough (<1s)
143,0,1x,0,n/a,none,Fast enough (<1s)
144,0,1x,0,n/a,none,Fast enough (<1s)
145,0,1x,0,n/a,none,Fast enough (<1s)
146,0,1x,0,n/a,none,Fast enough (<1s)
147,0,1x,0,n/a,none,Fast enough (<1s)
148,0,1x,0,n/a,none,Fast enough (<1s)
149,0,1x,0,n/a,none,Fast enough (<1s)
150,0,1x,0,n/a,none,Fast enough (<1s)
151,0,1x,0,n/a,none,Fast enough (<1s)
152,0,1x,0,n/a,none,Fast enough (<1s)
153,0,1x,0,n/a,none,Fast enough (<1s)
154,0,1x,0,n/a,none,Fast enough (<1s)
155,0,1x,0,n/a,none,Fast enough (<1s)
156,0,1x,0,n/a,none,Fast enough (<1s)
157,0,1x,0,n/a,none,Fast enough (<1s)
158,0,1x,0,n/a,none,Fast enough (<1s)
159,0,1x,0,n/a,none,Fast enough (<1s)
160,0,1x,0,n/a,none,Fast enough (<1s)
161,0,1x,0,n/a,none,Fast enough (<1s)
162,0,1x,0,n/a,none,Fast enough (<1s)
163,0,1x,0,n/a,none,Fast enough (<1s)
164,0,1x,0,n/a,none,Fast enough (<1s)
165,0,1x,0,n/a,none,Fast enough (<1s)
166,0,1x,0,n/a,none,Fast enough (<1s)
167,0,1x,0,n/a,none,Fast enough (<1s)
168,0,1x,0,n/a,none,Fast enough (<1s)
169,0,1x,0,n/a,none,Fast enough (<1s)
170,0,1x,0,n/a,none,Fast enough (<1s)
171,0,1x,0,n/a,none,Fast enough (<1s)
172,0,1x,0,n/a,none,Fast enough (<1s)
173,0,1x,0,n/a,none,Fast enough (<1s)
174,0,1x,0,n/a,none,Fast enough (<1s)
175,1,1x,0,n/a,none,Fast enough (<1s)
176,0,1x,0,n/a,none,Fast enough (<1s)
177,0,1x,0,n/a,none,Fast enough (<1s)
178,0,1x,0,n/a,none,Fast enough (<1s)
179,0,1x,0,n/a,none,Fast enough (<1s)
180,0,1x,0,n/a,none,Fast enough (<1s)
181,0,1x,0,n/a,none,Fast enough (<1s)
182,0,1x,0,n/a,none,Fast enough (<1s)
183,0,1x,0,n/a,none,Fast enough (<1s)
184,0,1x,0,n/a,none,Fast enough (<1s)
185,0,1x,0,n/a,none,Fast enough (<1s)
186,0,1x,0,n/a,none,Fast enough (<1s)
187,0,1x,0,n/a,none,Fast enough (<1s)
188,0,1x,0,n/a,none,Fast enough (<1s)
189,0,1x,0,n/a,none,Fast enough (<1s)
190,0,1x,0,n/a,none,Fast enough (<1s)
191,0,1x,0,n/a,none,Fast enough (<1s)
192,0,1x,0,n/a,none,Fast enough (<1s)
193,0,1x,0,n/a,none,Fast enough (<1s)
194,0,1x,0,n/a,none,Fast enough (<1s)
195,0,1x,0,n/a,none,Fast enough (<1s)
196,0,1x,0,n/a,none,Fast enough (<1s)
197,0,1x,0,n/a,none,Fast enough (<1s)
198,0,1x,0,n/a,none,Fast enough (<1s)
199,0,1x,0,n/a,none,Fast enough (<1s)
200,0,1x,0,n/a,none,Fast enough (<1s)
201,0,1x,0,n/a,none,Fast enough (<1s)
202,0,1x,0,n/a,none,Fast enough (<1s)
203,0,1x,0,n/a,none,Fast enough (<1s)
204,0,1x,0,n/a,none,Fast enough (<1s)
205,0,1x,0,n/a,none,Fast enough (<1s)
206,0,1x,0,n/a,none,Fast enough (<1s)
207,0,1x,0,n/a,none,Fast enough (<1s)
208,0,1x,0,n/a,none,Fast enough (<1s)
209,0,1x,0,n/a,none,Fast enough (<1s)
210,0,1x,0,n/a,none,Fast enough (<1s)
211,0,1x,0,n/a,none,Fast enough (<1s)
212,0,1x,0,n/a,none,Fast enough (<1s)
213,0,1x,0,n/a,none,Fast enough (<1s)
214,0,1x,0,n/a,none,Fast enough (<1s)
215,0,1x,0,n/a,none,Fast enough (<1s)
216,0,1x,0,n/a,none,Fast enough (<1s)
217,0,1x,0,n/a,none,Fast enough (<1s)
218,0,1x,0,n/a,none,Fast enough (<1s)
219,0,1x,0,n/a,none,Fast enough (<1s)
220,1,1x,0,n/a,none,Fast enough (<1s)
222,10,1x,0,n/a,none,Fast enough (<1s)
223,453,1x,0,n/a,none,Fast enough (<1s)
224,44,1x,0,n/a,none,Fast enough (<1s)
225,35,1x,0,n/a,none,Fast enough (<1s)
226,2,1x,0,n/a,none,Fast enough (<1s)
227,29,1x,0,n/a,none,Fast enough (<1s)
228,2,1x,0,n/a,none,Fast enough (<1s)
230,10,1x,0,n/a,none,Fast enough (<1s)
231,922,1x,0,n/a,none,Fast enough (<1s)
232,10,1x,0,n/a,none,Fast enough (<1s)
233,225,1x,0,n/a,none,Fast enough (<1s)
234,23,1x,0,n/a,none,Fast enough (<1s)
235,2,1x,0,n/a,none,Fast enough (<1s)
236,99,1x,0,n/a,none,Fast enough (<1s)
237,2,1x,0,n/a,none,Fast enough (<1s)
239,10,1x,0,n/a,none,Fast enough (<1s)
240,12,1x,0,n/a,none,Fast enough (<1s)
241,25,1x,0,n/a,none,Fast enough (<1s)
242,1,1x,0,n/a,none,Fast enough (<1s)
243,1,1x,0,n/a,none,Fast enough (<1s)
244,14,1x,0,n/a,none,Fast enough (<1s)
246,10,1x,0,n/a,none,Fast enough (<1s)
247,74,1x,0,n/a,none,Fast enough (<1s)
248,136,1x,0,n/a,none,Fast enough (<1s)
249,592,1x,0,n/a,none,Fast enough (<1s)
250,171,1x,0,n/a,none,Fast enough (<1s)
252,179,1x,0,n/a,none,Fast enough (<1s)
253,10,1x,0,n/a,none,Fast enough (<1s)
254,54,1x,0,n/a,none,Fast enough (<1s)
255,944,1x,0,n/a,none,Fast enough (<1s)
257,333,1x,0,n/a,none,Fast enough (<1s)
258,58,1x,0,n/a,none,Fast enough (<1s)
260,389,1x,0,n/a,none,Fast enough (<1s)
261,70,1x,0,n/a,none,Fast enough (<1s)
262,141,1x,0,n/a,none,Fast enough (<1s)
264,86,1x,0,n/a,none,Fast enough (<1s)
265,2,1x,0,n/a,none,Fast enough (<1s)
266,870,1x,0,n/a,none,Fast enough (<1s)
267,10,1x,0,n/a,none,Fast enough (<1s)
268,293,1x,0,n/a,none,Fast enough (<1s)
269,36,1x,0,n/a,none,Fast enough (<1s)
270,6,1x,0,n/a,none,Fast enough (<1s)
271,3,1x,0,n/a,none,Fast enough (<1s)
272,391,1x,0,n/a,none,Fast enough (<1s)
273,331,1x,0,n/a,none,Fast enough (<1s)
274,100,1x,0,n/a,none,Fast enough (<1s)
276,354,1x,0,n/a,none,Fast enough (<1s)
277,10,1x,0,n/a,none,Fast enough (<1s)
278,2,1x,0,n/a,none,Fast enough (<1s)
280,244,1x,0,n/a,none,Fast enough (<1s)
281,10,1x,0,n/a,none,Fast enough (<1s)
282,1,1x,0,n/a,none,Fast enough (<1s)
284,769,1x,0,n/a,none,Fast enough (<1s)
285,12,1x,0,n/a,none,Fast enough (<1s)
286,2,1x,0,n/a,none,Fast enough (<1s)
287,683,1x,0,n/a,none,Fast enough (<1s)
288,45,1x,0,n/a,none,Fast enough (<1s)
289,7,1x,0,n/a,none,Fast enough (<1s)
290,20,1x,0,n/a,none,Fast enough (<1s)
293,98,1x,0,n/a,none,Fast enough (<1s)
294,15,1x,0,n/a,none,Fast enough (<1s)
295,99,1x,0,n/a,none,Fast enough (<1s)
297,10,1x,0,n/a,none,Fast enough (<1s)
298,39,1x,0,n/a,none,Fast enough (<1s)
299,909,1x,0,n/a,none,Fast enough (<1s)
300,268,1x,0,n/a,none,Fast enough (<1s)
301,10,1x,0,n/a,none,Fast enough (<1s)
302,588,1x,0,n/a,none,Fast enough (<1s)
303,263,1x,0,n/a,none,Fast enough (<1s)
304,601,1x,0,n/a,none,Fast enough (<1s)
305,17,1x,0,n/a,none,Fast enough (<1s)
306,11,1x,0,n/a,none,Fast enough (<1s)
307,1,1x,0,n/a,none,Fast enough (<1s)
308,141,1x,0,n/a,none,Fast enough (<1s)
309,959,1x,0,n/a,none,Fast enough (<1s)
310,143,1x,0,n/a,none,Fast enough (<1s)
312,0,1x,0,n/a,none,Fast enough (<1s)
313,5,1x,0,n/a,none,Fast enough (<1s)
315,109,1x,0,n/a,none,Fast enough (<1s)
316,111,1x,0,n/a,none,Fast enough (<1s)
317,2,1x,0,n/a,none,Fast enough (<1s)
318,3,1x,0,n/a,none,Fast enough (<1s)
321,0,1x,0,n/a,none,Fast enough (<1s)
323,1,1x,0,n/a,none,Fast enough (<1s)
324,333,1x,0,n/a,none,Fast enough (<1s)
325,1,1x,0,n/a,none,Fast enough (<1s)
326,71,1x,0,n/a,none,Fast enough (<1s)
327,0,1x,0,n/a,none,Fast enough (<1s)
328,3,1x,0,n/a,none,Fast enough (<1s)
329,0,1x,0,n/a,none,Fast enough (<1s)
330,1,1x,0,n/a,none,Fast enough (<1s)
332,667,1x,0,n/a,none,Fast enough (<1s)
333,209,1x,0,n/a,none,Fast enough (<1s)
334,0,1x,0,n/a,none,Fast enough (<1s)
335,0,1x,0,n/a,none,Fast enough (<1s)
339,970,1x,0,n/a,none,Fast enough (<1s)
340,0,1x,0,n/a,none,Fast enough (<1s)
341,54,1x,0,n/a,none,Fast enough (<1s)
342,4,1x,0,n/a,none,Fast enough (<1s)
343,402,1x,0,n/a,none,Fast enough (<1s)
344,853,1x,0,n/a,none,Fast enough (<1s)
345,2,1x,0,n/a,none,Fast enough (<1s)
346,59,1x,0,n/a,none,Fast enough (<1s)
347,66,1x,0,n/a,none,Fast enough (<1s)
348,243,1x,0,n/a,none,Fast enough (<1s)
349,1,1x,0,n/a,none,Fast enough (<1s)
350,79,1x,0,n/a,none,Fast enough (<1s)
352,284,1x,0,n/a,none,Fast enough (<1s)
353,514,1x,0,n/a,none,Fast enough (<1s)
355,16,1x,0,n/a,none,Fast enough (<1s)
356,1,1x,0,n/a,none,Fast enough (<1s)
358,0,1x,0,n/a,none,Fast enough (<1s)
359,58,1x,0,n/a,none,Fast enough (<1s)
360,811,1x,0,n/a,none,Fast enough (<1s)
361,1,1x,0,n/a,none,Fast enough (<1s)
363,10,1x,0,n/a,none,Fast enough (<1s)
364,144,1x,0,n/a,none,Fast enough (<1s)
365,535,1x,0,n/a,none,Fast enough (<1s)
366,1,1x,0,n/a,none,Fast enough (<1s)
367,6,1x,0,n/a,none,Fast enough (<1s)
368,72,1x,0,n/a,none,Fast enough (<1s)
369,552,1x,0,n/a,none,Fast enough (<1s)
371,0,1x,0,n/a,none,Fast enough (<1s)
372,339,1x,0,n/a,none,Fast enough (<1s)
374,700,1x,0,n/a,none,Fast enough (<1s)
375,477,1x,0,n/a,none,Fast enough (<1s)
376,26,1x,0,n/a,none,Fast enough (<1s)
377,30,1x,0,n/a,none,Fast enough (<1s)
380,6,1x,0,n/a,none,Fast enough (<1s)
382,1,1x,0,n/a,none,Fast enough (<1s)
383,1,1x,0,n/a,none,Fast enough (<1s)
384,12,1x,0,n/a,none,Fast enough (<1s)
385,5,1x,0,n/a,none,Fast enough (<1s)
387,452,1x,0,n/a,none,Fast enough (<1s)
388,352,1x,0,n/a,none,Fast enough (<1s)
389,0,1x,0,n/a,none,Fast enough (<1s)
390,101,1x,0,n/a,none,Fast enough (<1s)
392,1,1x,0,n/a,none,Fast enough (<1s)
393,25,1x,0,n/a,none,Fast enough (<1s)
394,1,1x,0,n/a,none,Fast enough (<1s)
395,1,1x,0,n/a,none,Fast enough (<1s)
396,5,1x,0,n/a,none,Fast enough (<1s)
398,525,1x,0,n/a,none,Fast enough (<1s)
400,207,1x,0,n/a,none,Fast enough (<1s)
402,134,1x,0,n/a,none,Fast enough (<1s)
403,81,1x,0,n/a,none,Fast enough (<1s)
405,0,1x,0,n/a,none,Fast enough (<1s)
406,120,1x,0,n/a,none,Fast enough (<1s)
407,923,1x,0,n/a,none,Fast enough (<1s)
408,933,1x,0,n/a,none,Fast enough (<1s)
409,46,1x,0,n/a,none,Fast enough (<1s)
412,19,1x,0,n/a,none,Fast enough (<1s)
418,564,1x,0,n/a,none,Fast enough (<1s)
419,49,1x,0,n/a,none,Fast enough (<1s)
422,10,1x,0,n/a,none,Fast enough (<1s)
425,266,1x,0,n/a,none,Fast enough (<1s)
426,234,1x,0,n/a,none,Fast enough (<1s)
429,452,1x,0,n/a,none,Fast enough (<1s)
430,156,1x,0,n/a,none,Fast enough (<1s)
431,21,1x,0,n/a,none,Fast enough (<1s)
434,662,1x,0,n/a,none,Fast enough (<1s)
435,14,1x,0,n/a,none,Fast enough (<1s)
436,1,1x,0,n/a,none,Fast enough (<1s)
438,378,1x,0,n/a,none,Fast enough (<1s)
440,422,1x,0,n/a,none,Fast enough (<1s)
441,454,1x,0,n/a,none,Fast enough (<1s)
442,24,1x,0,n/a,none,Fast enough (<1s)
444,9,1x,0,n/a,none,Fast enough (<1s)
449,10,1x,0,n/a,none,Fast enough (<1s)
453,100,1x,0,n/a,none,Fast enough (<1s)
456,779,1x,0,n/a,none,Fast enough (<1s)
458,10,1x,0,n/a,none,Fast enough (<1s)
460,256,1x,0,n/a,none,Fast enough (<1s)
462,12,1x,0,n/a,none,Fast enough (<1s)
463,2,1x,0,n/a,none,Fast enough (<1s)
467,450,1x,0,n/a,none,Fast enough (<1s)
469,10,1x,0,n/a,none,Fast enough (<1s)
471,3,1x,0,n/a,none,Fast enough (<1s)
472,1,1x,0,n/a,none,Fast enough (<1s)
473,2,1x,0,n/a,none,Fast enough (<1s)
474,7,1x,0,n/a,none,Fast enough (<1s)
475,696,1x,0,n/a,none,Fast enough (<1s)
479,150,1x,0,n/a,none,Fast enough (<1s)
480,55,1x,0,n/a,none,Fast enough (<1s)
481,70,1x,0,n/a,none,Fast enough (<1s)
487,522,1x,0,n/a,none,Fast enough (<1s)
488,9,1x,0,n/a,none,Fast enough (<1s)
489,296,1x,0,n/a,none,Fast enough (<1s)
490,197,1x,0,n/a,none,Fast enough (<1s)
491,11,1x,0,n/a,none,Fast enough (<1s)
493,10,1x,0,n/a,none,Fast enough (<1s)
495,584,1x,0,n/a,none,Fast enough (<1s)
496,41,1x,0,n/a,none,Fast enough (<1s)
497,5,1x,0,n/a,none,Fast enough (<1s)
498,2,1x,0,n/a,none,Fast enough (<1s)
499,1,1x,0,n/a,none,Fast enough (<1s)
500,68,1x,0,n/a,none,Fast enough (<1s)
503,27,1x,0,n/a,none,Fast enough (<1s)
504,134,1x,0,n/a,none,Fast enough (<1s)
506,12,1x,0,n/a,none,Fast enough (<1s)
508,16,1x,0,n/a,none,Fast enough (<1s)
509,2,1x,0,n/a,none,Fast enough (<1s)
510,56,1x,0,n/a,none,Fast enough (<1s)
511,731,1x,0,n/a,none,Fast enough (<1s)
512,213,1x,0,n/a,none,Fast enough (<1s)
514,89,1x,0,n/a,none,Fast enough (<1s)
515,156,1x,0,n/a,none,Fast enough (<1s)
516,115,1x,0,n/a,none,Fast enough (<1s)
517,261,1x,0,n/a,none,Fast enough (<1s)
519,71,1x,0,n/a,none,Fast enough (<1s)
520,56,1x,0,n/a,none,Fast enough (<1s)
523,9,1x,0,n/a,none,Fast enough (<1s)
524,3,1x,0,n/a,none,Fast enough (<1s)
525,165,1x,0,n/a,none,Fast enough (<1s)
527,3,1x,0,n/a,none,Fast enough (<1s)
528,18,1x,0,n/a,none,Fast enough (<1s)
532,13,1x,0,n/a,none,Fast enough (<1s)
535,231,1x,0,n/a,none,Fast enough (<1s)
537,524,1x,0,n/a,none,Fast enough (<1s)
539,3,1x,0,n/a,none,Fast enough (<1s)
541,204,1x,0,n/a,none,Fast enough (<1s)
546,20,1x,0,n/a,none,Fast enough (<1s)
547,17,1x,0,n/a,none,Fast enough (<1s)
549,31,1x,0,n/a,none,Fast enough (<1s)
550,970,1x,0,n/a,none,Fast enough (<1s)
551,6,1x,0,n/a,none,Fast enough (<1s)
553,836,1x,0,n/a,none,Fast enough (<1s)
555,24,1x,0,n/a,none,Fast enough (<1s)
560,748,1x,0,n/a,none,Fast enough (<1s)
561,13,1x,0,n/a,none,Fast enough (<1s)
562,372,1x,0,n/a,none,Fast enough (<1s)
565,997,1x,0,n/a,none,Fast enough (<1s)
566,376,1x,0,n/a,none,Fast enough (<1s)
567,517,1x,0,n/a,none,Fast enough (<1s)
568,13,1x,0,n/a,none,Fast enough (<1s)
572,343,1x,0,n/a,none,Fast enough (<1s)
573,56,1x,0,n/a,none,Fast enough (<1s)
574,67,1x,0,n/a,none,Fast enough (<1s)
575,6,1x,0,n/a,none,Fast enough (<1s)
577,12,1x,0,n/a,none,Fast enough (<1s)
579,165,1x,0,n/a,none,Fast enough (<1s)
581,791,1x,0,n/a,none,Fast enough (<1s)
582,8,1x,0,n/a,none,Fast enough (<1s)
587,13,1x,0,n/a,none,Fast enough (<1s)
588,5,1x,0,n/a,none,Fast enough (<1s)
590,382,1x,0,n/a,none,Fast enough (<1s)
591,81,1x,0,n/a,none,Fast enough (<1s)
594,53,1x,0,n/a,none,Fast enough (<1s)
595,5,1x,0,n/a,none,Fast enough (<1s)
597,133,1x,0,n/a,none,Fast enough (<1s)
598,69,1x,0,n/a,none,Fast enough (<1s)
599,4,1x,0,n/a,none,Fast enough (<1s)
600,12,1x,0,n/a,none,Fast enough (<1s)
601,4,1x,0,n/a,none,Fast enough (<1s)
603,378,1x,0,n/a,none,Fast enough (<1s)
604,192,1x,0,n/a,none,Fast enough (<1s)
605,12,1x,0,n/a,none,Fast enough (<1s)
607,12,1x,0,n/a,none,Fast enough (<1s)
610,5,1x,0,n/a,none,Fast enough (<1s)
612,28,1x,0,n/a,none,Fast enough (<1s)
613,4,1x,0,n/a,none,Fast enough (<1s)
616,83,1x,0,n/a,none,Fast enough (<1s)
617,117,1x,0,n/a,none,Fast enough (<1s)
618,204,1x,0,n/a,none,Fast enough (<1s)
619,16,1x,0,n/a,none,Fast enough (<1s)
620,455,1x,0,n/a,none,Fast enough (<1s)
622,47,1x,0,n/a,none,Fast enough (<1s)
624,12,1x,0,n/a,none,Fast enough (<1s)
627,13,1x,0,n/a,none,Fast enough (<1s)
629,77,1x,0,n/a,none,Fast enough (<1s)
631,27,1x,0,n/a,none,Fast enough (<1s)
633,29,1x,0,n/a,none,Fast enough (<1s)
634,96,1x,0,n/a,none,Fast enough (<1s)
638,633,1x,0,n/a,none,Fast enough (<1s)
640,232,1x,0,n/a,none,Fast enough (<1s)
641,87,1x,0,n/a,none,Fast enough (<1s)
645,12,1x,0,n/a,none,Fast enough (<1s)
646,879,1x,0,n/a,none,Fast enough (<1s)
647,752,1x,0,n/a,none,Fast enough (<1s)
649,15,1x,0,n/a,none,Fast enough (<1s)
651,89,1x,0,n/a,none,Fast enough (<1s)
652,45,1x,0,n/a,none,Fast enough (<1s)
653,34,1x,0,n/a,none,Fast enough (<1s)
656,16,1x,0,n/a,none,Fast enough (<1s)
661,35,1x,0,n/a,none,Fast enough (<1s)
664,94,1x,0,n/a,none,Fast enough (<1s)
665,865,1x,0,n/a,none,Fast enough (<1s)
666,14,1x,0,n/a,none,Fast enough (<1s)
667,6,1x,0,n/a,none,Fast enough (<1s)
668,130,1x,0,n/a,none,Fast enough (<1s)
669,2,1x,0,n/a,none,Fast enough (<1s)
670,7,1x,0,n/a,none,Fast enough (<1s)
671,525,1x,0,n/a,none,Fast enough (<1s)
673,4,1x,0,n/a,none,Fast enough (<1s)
674,340,1x,0,n/a,none,Fast enough (<1s)
676,57,1x,0,n/a,none,Fast enough (<1s)
679,14,1x,0,n/a,none,Fast enough (<1s)
682,18,1x,0,n/a,none,Fast enough (<1s)
683,16,1x,0,n/a,none,Fast enough (<1s)
684,5,1x,0,n/a,none,Fast enough (<1s)
685,24,1x,0,n/a,none,Fast enough (<1s)
686,689,1x,0,n/a,none,Fast enough (<1s)
687,45,1x,0,n/a,none,Fast enough (<1s)
689,56,1x,0,n/a,none,Fast enough (<1s)
690,537,1x,0,n/a,none,Fast enough (<1s)
692,12,1x,0,n/a,none,Fast enough (<1s)
694,180,1x,0,n/a,none,Fast enough (<1s)
695,13,1x,0,n/a,none,Fast enough (<1s)
696,90,1x,0,n/a,none,Fast enough (<1s)
697,132,1x,0,n/a,none,Fast enough (<1s)
698,5,1x,0,n/a,none,Fast enough (<1s)
700,232,1x,0,n/a,none,Fast enough (<1s)
702,15,1x,0,n/a,none,Fast enough (<1s)
703,196,1x,0,n/a,none,Fast enough (<1s)
704,15,1x,0,n/a,none,Fast enough (<1s)
706,9,1x,0,n/a,none,Fast enough (<1s)
707,31,1x,0,n/a,none,Fast enough (<1s)
710,101,1x,0,n/a,none,Fast enough (<1s)
711,178,1x,0,n/a,none,Fast enough (<1s)
713,47,1x,0,n/a,none,Fast enough (<1s)
716,33,1x,0,n/a,none,Fast enough (<1s)
719,329,1x,0,n/a,none,Fast enough (<1s)
720,948,1x,0,n/a,none,Fast enough (<1s)
721,658,1x,0,n/a,none,Fast enough (<1s)
722,13,1x,0,n/a,none,Fast enough (<1s)
723,34,1x,0,n/a,none,Fast enough (<1s)
724,207,1x,0,n/a,none,Fast enough (<1s)
725,12,1x,0,n/a,none,Fast enough (<1s)
726,692,1x,0,n/a,none,Fast enough (<1s)
727,16,1x,0,n/a,none,Fast enough (<1s)
728,865,1x,0,n/a,none,Fast enough (<1s)
731,13,1x,0,n/a,none,Fast enough (<1s)
732,783,1x,0,n/a,none,Fast enough (<1s)
734,374,1x,0,n/a,none,Fast enough (<1s)
736,13,1x,0,n/a,none,Fast enough (<1s)
740,31,1x,0,n/a,none,Fast enough (<1s)
742,303,1x,0,n/a,none,Fast enough (<1s)
744,12,1x,0,n/a,none,Fast enough (<1s)
745,212,1x,0,n/a,none,Fast enough (<1s)
746,522,1x,0,n/a,none,Fast enough (<1s)
749,217,1x,0,n/a,none,Fast enough (<1s)
750,412,1x,0,n/a,none,Fast enough (<1s)
751,12,1x,0,n/a,none,Fast enough (<1s)
753,59,1x,0,n/a,none,Fast enough (<1s)
755,2,1x,0,n/a,none,Fast enough (<1s)
758,476,1x,0,n/a,none,Fast enough (<1s)
759,17,1x,0,n/a,none,Fast enough (<1s)
760,4,1x,0,n/a,none,Fast enough (<1s)
761,4,1x,0,n/a,none,Fast enough (<1s)
762,5,1x,0,n/a,none,Fast enough (<1s)
764,17,1x,0,n/a,none,Fast enough (<1s)
765,4,1x,0,n/a,none,Fast enough (<1s)
767,516,1x,0,n/a,none,Fast enough (<1s)
768,23,1x,0,n/a,none,Fast enough (<1s)
770,13,1x,0,n/a,none,Fast enough (<1s)
771,13,1x,0,n/a,none,Fast enough (<1s)
773,13,1x,0,n/a,none,Fast enough (<1s)
775,796,1x,0,n/a,none,Fast enough (<1s)
776,14,1x,0,n/a,none,Fast enough (<1s)
777,125,1x,0,n/a,none,Fast enough (<1s)
778,13,1x,0,n/a,none,Fast enough (<1s)
779,4,1x,0,n/a,none,Fast enough (<1s)
783,21,1x,0,n/a,none,Fast enough (<1s)
787,199,1x,0,n/a,none,Fast enough (<1s)
788,122,1x,0,n/a,none,Fast enough (<1s)
790,571,1x,0,n/a,none,Fast enough (<1s)
791,342,1x,0,n/a,none,Fast enough (<1s)
792,703,1x,0,n/a,none,Fast enough (<1s)
793,366,1x,0,n/a,none,Fast enough (<1s)
794,67,1x,0,n/a,none,Fast enough (<1s)
795,553,1x,0,n/a,none,Fast enough (<1s)
796,283,1x,0,n/a,none,Fast enough (<1s)
800,257,1x,0,n/a,none,Fast enough (<1s)
802,352,1x,0,n/a,none,Fast enough (<1s)
803,366,1x,0,n/a,none,Fast enough (<1s)
804,249,1x,0,n/a,none,Fast enough (<1s)
805,686,1x,0,n/a,none,Fast enough (<1s)
806,209,1x,0,n/a,none,Fast enough (<1s)
807,1,1x,0,n/a,none,Fast enough (<1s)
808,705,1x,0,n/a,none,Fast enough (<1s)
809,12,1x,0,n/a,none,Fast enough (<1s)
811,12,1x,0,n/a,none,Fast enough (<1s)
812,53,1x,0,n/a,none,Fast enough (<1s)
813,5,1x,0,n/a,none,Fast enough (<1s)
814,652,1x,0,n/a,none,Fast enough (<1s)
816,146,1x,0,n/a,none,Fast enough (<1s)
